,NAME,GRADE,AGE,SKILL,STARCOLL,NUMOFF,POS,HEIGHT_IN,WEIGHT_LBS,COLLDIST_MI,NILVAL_LONG_USD,INSTA_LONG,TWIT_LONG,TIK_LONG,SPORT,RECRUIT_YEAR,EXP_MONTHS,EXP_YEARS,institution_name_short,ClassificationCode,REV_MEN,EXP_MEN
0,Isaiah Collier,2.0,18.0,99.39,USC,17.0,1.0,75.0,190.0,1921.0,594000.0,85000.0,2800.0,0.0,basketball,2023.0,2.0,0.1726027397260274,USC,1.0,7241439.0,9496433.0
1,Bronny James,2.0,18.0,97.11,USC,13.0,1.0,75.0,190.0,2045.0,6100000.0,7700000.0,24000.0,5800000.0,basketball,2023.0,2.0,0.1726027397260274,USC,1.0,7241439.0,9496433.0
2,Arrinten Page,2.0,18.316666666666666,95.05,USC,20.0,6.0,81.0,225.0,1921.0,,904.0,761.0,0.0,basketball,2023.0,2.0,0.1726027397260274,USC,1.0,7241439.0,9496433.0
3,Brandon Gardner,2.0,19.0,92.2,USC,25.0,5.0,79.0,210.0,2233.0,,22000.0,2700.0,4600.0,basketball,2023.0,2.0,0.1726027397260274,USC,1.0,7241439.0,9496433.0
5,Vince Iwuchukwu,4.0,19.1,97.39,USC,11.0,5.0,83.0,220.0,1197.0,,7900.0,1000.0,25000.0,basketball,2022.0,14.0,1.1726027397260275,USC,1.0,7241439.0,9496433.0
6,Tre White,4.0,19.1,96.47,USC,12.0,2.0,79.0,190.0,0.0,,32000.0,2400.0,76.0,basketball,2022.0,14.0,1.1726027397260275,USC,1.0,7241439.0,9496433.0
7,Kijani Wright,4.0,19.1,95.25,USC,15.0,5.0,81.0,220.0,0.0,,7900.0,1100.0,78.0,basketball,2022.0,14.0,1.1726027397260275,USC,1.0,7241439.0,9496433.0
8,Oziyah Sellers,4.0,19.1,90.25,USC,3.0,2.0,77.0,160.0,45.0,,3800.0,705.0,221.0,basketball,2022.0,14.0,1.1726027397260275,USC,1.0,7241439.0,9496433.0
13,Brayden Burries,0.0,16.0,96.34,USC,21.0,3.0,76.0,185.0,49.0,,0.0,375.0,0.0,basketball,2025.0,0.0,0.0,USC,1.0,7241439.0,9496433.0
14,Isaiah Elohim,0.0,17.0,95.87,USC,18.0,2.0,77.0,205.0,2445.0,80000.0,35000.0,1900.0,0.0,basketball,2024.0,0.0,0.0,USC,1.0,7241439.0,9496433.0
15,Vyctorius Miller,0.0,17.0,95.76,USC,22.0,2.0,77.0,170.0,15.0,93000.0,60000.0,0.0,0.0,basketball,2024.0,0.0,0.0,USC,1.0,7241439.0,9496433.0
16,Liam Campbell,0.0,17.0,91.21,USC,12.0,2.0,76.0,180.0,672.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,USC,1.0,7241439.0,9496433.0
18,Tajh Ariza,0.0,15.0,97.22,USC,4.0,4.0,77.0,170.0,11.0,109000.0,3500.0,249.0,0.0,basketball,2026.0,0.0,0.0,USC,1.0,7241439.0,9496433.0
19,Justin Edwards,2.0,19.0,99.34,Kentucky,25.0,4.0,79.0,180.0,518.0,560000.0,45000.0,2200.0,11000.0,basketball,2023.0,2.0,0.1726027397260274,Kentucky,1.0,22667255.0,22667255.0
20,Aaron Bradshaw,2.0,19.0,99.29,Kentucky,17.0,5.0,85.0,210.0,574.0,519000.0,6000.0,2700.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Kentucky,1.0,22667255.0,22667255.0
21,DJ Wagner Jr.,2.0,18.0,99.23,Kentucky,8.0,3.0,75.0,165.0,520.0,581000.0,179000.0,0.0,5.0,basketball,2023.0,2.0,0.1726027397260274,Kentucky,1.0,22667255.0,22667255.0
22,Robert Dillingham,2.0,18.0,98.1,Kentucky,17.0,2.0,74.0,165.0,279.0,742000.0,460000.0,2400.0,237000.0,basketball,2023.0,2.0,0.1726027397260274,Kentucky,1.0,22667255.0,22667255.0
23,Reed Sheppard,2.0,18.316666666666666,96.2,Kentucky,11.0,3.0,75.0,170.0,65.0,96000.0,46000.0,13800.0,4100.0,basketball,2023.0,2.0,0.1726027397260274,Kentucky,1.0,22667255.0,22667255.0
24,Jordan Burks,2.0,18.316666666666666,87.94,Kentucky,25.0,4.0,81.0,180.0,274.0,,0.0,1100.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Kentucky,1.0,22667255.0,22667255.0
25,Joey Hart,2.0,18.316666666666666,85.53,Kentucky,10.0,2.0,77.0,185.0,161.0,,0.0,1400.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Kentucky,1.0,22667255.0,22667255.0
28,Ugonna Onyenso,4.0,18.0,97.32,Kentucky,18.0,6.0,83.0,225.0,719.0,,13700.0,3900.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Kentucky,1.0,22667255.0,22667255.0
29,Adou Thiero,4.0,19.1,83.82,Kentucky,8.0,3.0,78.0,200.0,288.0,,10600.0,3500.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Kentucky,1.0,22667255.0,22667255.0
32,Daimion Collins,6.0,20.0,98.46,Kentucky,16.0,5.0,81.0,210.0,641.0,,29000.0,12900.0,3000.0,basketball,2021.0,26.0,2.1726027397260275,Kentucky,1.0,22667255.0,22667255.0
33,Bryce Hopkins,6.0,20.0,96.49,Kentucky,19.0,5.0,79.0,220.0,320.0,126000.0,25000.0,7100.0,3100.0,basketball,2021.0,26.0,2.1726027397260275,Kentucky,1.0,22667255.0,22667255.0
34,Karter Knox,0.0,17.0,98.67,Kentucky,11.0,4.0,78.0,205.0,705.0,422000.0,16400.0,208.0,0.0,basketball,2024.0,0.0,0.0,Kentucky,1.0,22667255.0,22667255.0
35,Jayden Quaintance,0.0,17.0,98.5,Kentucky,21.0,6.0,82.0,225.0,280.0,311000.0,5900.0,330.0,0.0,basketball,2024.0,0.0,0.0,Kentucky,1.0,22667255.0,22667255.0
36,Billy Richmond,0.0,17.0,96.75,Kentucky,15.0,4.0,78.0,200.0,367.0,78000.0,0.0,705.0,0.0,basketball,2024.0,0.0,0.0,Kentucky,1.0,22667255.0,22667255.0
37,Somto Cyril,0.0,17.0,95.32,Kentucky,14.0,6.0,82.0,240.0,6052.0,,73000.0,1100.0,0.0,basketball,2024.0,0.0,0.0,Kentucky,1.0,22667255.0,22667255.0
38,Jayden Johnson,0.0,15.0,94.68,Kentucky,4.0,2.0,77.0,180.0,124.0,,5400.0,1200.0,0.0,basketball,2026.0,0.0,0.0,Kentucky,1.0,22667255.0,22667255.0
48,Cody Williams,2.0,18.0,99.23,Colorado,24.0,4.0,80.0,180.0,590.0,408000.0,3000.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Colorado,1.0,9449463.0,7945016.0
49,Assane Diop,2.0,18.316666666666666,91.43,Colorado,17.0,5.0,82.0,190.0,23.0,,2400.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Colorado,1.0,9449463.0,7945016.0
50,Courtney Anderson,2.0,18.316666666666666,87.0,Colorado,5.0,2.0,77.0,180.0,832.0,,2000.0,414.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Colorado,1.0,9449463.0,7945016.0
51,Bangot Dak,2.0,18.316666666666666,85.5,Colorado,1.0,5.0,82.0,180.0,450.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Colorado,1.0,9449463.0,7945016.0
52,Joe Hurlburt,1.0,19.1,90.2,Colorado,11.0,5.0,82.0,220.0,594.0,,3900.0,830.0,1600.0,basketball,2022.0,14.0,1.1726027397260275,Colorado,1.0,9449463.0,7945016.0
53,Lawson Lovering,6.0,20.0,94.84,Colorado,6.0,6.0,84.0,220.0,74.0,,1600.0,615.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Colorado,1.0,9449463.0,7945016.0
54,K.J. Simpson,6.0,20.0,93.4,Colorado,13.0,3.0,74.0,175.0,844.0,,7300.0,1100.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Colorado,1.0,9449463.0,7945016.0
55,Trent Perry,0.0,17.0,95.12,Colorado,15.0,1.0,76.0,175.0,832.0,,5900.0,704.0,0.0,basketball,2024.0,0.0,0.0,Colorado,1.0,9449463.0,7945016.0
56,Andrew Crawford,0.0,17.0,92.95,Colorado,5.0,4.0,78.0,175.0,33.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Colorado,1.0,9449463.0,7945016.0
57,Sebastian Rancik,0.0,17.0,91.82,Colorado,13.0,5.0,81.0,210.0,820.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Colorado,1.0,9449463.0,7945016.0
58,Doryan Onwuchekwa,0.0,17.0,87.47,Colorado,9.0,6.0,82.0,235.0,692.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Colorado,1.0,9449463.0,7945016.0
59,Stephon Castle,2.0,18.0,98.9,Connecticut,8.0,2.0,78.0,205.0,850.0,432000.0,23000.0,3100.0,4600.0,basketball,2023.0,2.0,0.1726027397260274,Connecticut,1.0,24055088.0,24055088.0
60,Solomon Ball,2.0,18.316666666666666,95.65,Connecticut,18.0,1.0,75.0,185.0,339.0,65000.0,6600.0,1100.0,10900.0,basketball,2023.0,2.0,0.1726027397260274,Connecticut,1.0,24055088.0,24055088.0
61,Jaylin Stewart,2.0,18.316666666666666,94.69,Connecticut,9.0,4.0,78.0,210.0,2448.0,,8100.0,998.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Connecticut,1.0,24055088.0,24055088.0
62,Jayden Ross,2.0,18.316666666666666,94.09,Connecticut,7.0,4.0,79.0,180.0,332.0,,2600.0,992.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Connecticut,1.0,24055088.0,24055088.0
63,Youssouf Singare,2.0,18.316666666666666,90.29,Connecticut,8.0,6.0,84.0,185.0,2221.0,,0.0,0.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Connecticut,1.0,24055088.0,24055088.0
64,Donovan Clingan,4.0,19.1,95.71,Connecticut,14.0,6.0,85.0,255.0,36.0,86000.0,39000.0,5700.0,5900.0,basketball,2022.0,14.0,1.1726027397260275,Connecticut,1.0,24055088.0,24055088.0
66,Samson Johnson,6.0,20.0,95.08,Connecticut,12.0,5.0,82.0,205.0,126.0,,4200.0,777.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Connecticut,1.0,24055088.0,24055088.0
68,Corey Floyd Jr.,3.0,20.0,91.08,Connecticut,15.0,3.0,76.0,190.0,131.0,,9900.0,2000.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Connecticut,1.0,24055088.0,24055088.0
69,Tyler Betsey,0.0,17.0,96.12,Connecticut,25.0,4.0,80.0,185.0,23.0,,3200.0,1200.0,201.0,basketball,2024.0,0.0,0.0,Connecticut,1.0,24055088.0,24055088.0
70,Ahmad Nowell,0.0,17.0,95.91,Connecticut,8.0,2.0,72.0,185.0,198.0,,0.0,309.0,0.0,basketball,2024.0,0.0,0.0,Connecticut,1.0,24055088.0,24055088.0
71,Isaiah Abraham,0.0,17.0,94.4,Connecticut,16.0,4.0,79.0,195.0,350.0,,0.0,876.0,0.0,basketball,2024.0,0.0,0.0,Connecticut,1.0,24055088.0,24055088.0
72,Ja'Kobe Walter,2.0,19.0,98.72,Baylor,20.0,4.0,77.0,185.0,118.0,425000.0,15200.0,2700.0,34000.0,basketball,2023.0,2.0,0.1726027397260274,Baylor,1.0,13308914.0,13308914.0
73,Yves Missi,2.0,18.316666666666666,96.67,Baylor,17.0,6.0,83.0,225.0,7164.0,83000.0,2000.0,692.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Baylor,1.0,13308914.0,13308914.0
76,Joshua Ojianwuna,4.0,19.1,90.23,Baylor,1.0,6.0,82.0,230.0,674.0,,0.0,0.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Baylor,1.0,13308914.0,13308914.0
78,Langston Love,3.0,20.0,96.68,Baylor,16.0,2.0,76.0,190.0,166.0,,8600.0,2100.0,257.0,basketball,2021.0,26.0,2.1726027397260275,Baylor,1.0,13308914.0,13308914.0
80,Tre Johnson,0.0,17.0,99.31,Baylor,20.0,2.0,77.0,180.0,88.0,537000.0,29000.0,2800.0,0.0,basketball,2024.0,0.0,0.0,Baylor,1.0,13308914.0,13308914.0
81,Jason Asemota,0.0,17.0,97.18,Baylor,21.0,4.0,80.0,190.0,1621.0,110000.0,5400.0,1200.0,0.0,basketball,2024.0,0.0,0.0,Baylor,1.0,13308914.0,13308914.0
82,Rob Wright,0.0,17.0,96.47,Baylor,18.0,1.0,73.0,180.0,1357.0,91000.0,14500.0,703.0,0.0,basketball,2024.0,0.0,0.0,Baylor,1.0,13308914.0,13308914.0
83,Omaha Biliew,2.0,19.0,98.68,Iowa State,17.0,5.0,80.0,215.0,33.0,442000.0,31000.0,6500.0,2000.0,basketball,2023.0,2.0,0.1726027397260274,Iowa State,1.0,15676249.0,7443040.0
84,Milan Momcilovic,2.0,18.0,95.83,Iowa State,16.0,5.0,80.0,210.0,281.0,65000.0,7100.0,2700.0,1100.0,basketball,2023.0,2.0,0.1726027397260274,Iowa State,1.0,15676249.0,7443040.0
85,JT Rock,2.0,18.316666666666666,91.32,Iowa State,9.0,6.0,85.0,245.0,189.0,,0.0,2500.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Iowa State,1.0,15676249.0,7443040.0
86,Jelani Hamilton,2.0,19.0,91.09,Iowa State,12.0,2.0,77.0,180.0,747.0,,2400.0,1000.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Iowa State,1.0,15676249.0,7443040.0
87,Demarion Watson-Saulsberry,4.0,19.1,89.19,Iowa State,10.0,4.0,79.0,215.0,205.0,,2900.0,991.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Iowa State,1.0,15676249.0,7443040.0
88,Tamin Lipsey,4.0,19.1,86.92,Iowa State,9.0,1.0,73.0,200.0,0.0,,8700.0,3000.0,3.0,basketball,2022.0,14.0,1.1726027397260275,Iowa State,1.0,15676249.0,7443040.0
90,CJ Stinson Jr.,0.0,16.0,90.72,Iowa State,3.0,2.0,74.0,165.0,33.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Iowa State,1.0,15676249.0,7443040.0
91,Nojus Indrusaitis,0.0,17.0,92.21,Iowa State,10.0,2.0,77.0,185.0,290.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Iowa State,1.0,15676249.0,7443040.0
92,Dwayne Pierce,0.0,17.0,91.75,Iowa State,14.0,4.0,77.0,190.0,1020.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Iowa State,1.0,15676249.0,7443040.0
93,Jared McCain,2.0,19.0,98.66,Duke,19.0,2.0,75.0,195.0,2179.0,1100000.0,600000.0,11300.0,2000000.0,basketball,2023.0,2.0,0.1726027397260274,Duke,1.0,45108538.0,28019888.0
94,Sean Stewart,2.0,18.0,97.94,Duke,13.0,5.0,80.0,230.0,535.0,231000.0,30000.0,3200.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Duke,1.0,45108538.0,28019888.0
95,TJ Power,2.0,19.0,97.66,Duke,24.0,4.0,80.0,210.0,580.0,204000.0,0.0,3800.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Duke,1.0,45108538.0,28019888.0
96,Caleb Foster,2.0,18.316666666666666,97.47,Duke,11.0,1.0,77.0,190.0,121.0,237000.0,38000.0,2700.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Duke,1.0,45108538.0,28019888.0
99,Kyle Filipowski,4.0,19.1,99.26,Duke,23.0,5.0,83.0,230.0,548.0,393000.0,36000.0,12000.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Duke,1.0,45108538.0,28019888.0
100,Mark Mitchell,4.0,19.1,98.0,Duke,14.0,4.0,80.0,205.0,888.0,,30000.0,7100.0,17900.0,basketball,2022.0,14.0,1.1726027397260275,Duke,1.0,45108538.0,28019888.0
101,Tyrese Proctor,4.0,19.0,95.7,Duke,4.0,1.0,76.0,175.0,9625.0,63000.0,7700.0,7600.0,11200.0,basketball,2022.0,14.0,1.1726027397260275,Duke,1.0,45108538.0,28019888.0
102,Jaden Schutt,4.0,19.1,94.36,Duke,15.0,2.0,77.0,180.0,642.0,,25000.0,3600.0,1500.0,basketball,2022.0,14.0,1.1726027397260275,Duke,1.0,45108538.0,28019888.0
103,Christian Reeves,4.0,19.1,89.98,Duke,13.0,6.0,85.0,200.0,121.0,,9400.0,2000.0,248.0,basketball,2022.0,14.0,1.1726027397260275,Duke,1.0,45108538.0,28019888.0
107,Jaylen Blakes,6.0,20.0,91.62,Duke,17.0,1.0,74.0,195.0,404.0,,13400.0,0.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Duke,1.0,45108538.0,28019888.0
108,Cooper Flagg,0.0,17.0,99.7,Duke,16.0,4.0,81.0,195.0,795.0,920000.0,400000.0,7400.0,5200.0,basketball,2024.0,0.0,0.0,Duke,1.0,45108538.0,28019888.0
109,Kon Knueppel,0.0,17.0,98.17,Duke,15.0,2.0,77.0,205.0,682.0,208000.0,2200.0,809.0,0.0,basketball,2024.0,0.0,0.0,Duke,1.0,45108538.0,28019888.0
110,Isaiah Evans,0.0,17.0,97.93,Duke,25.0,4.0,78.0,165.0,117.0,208000.0,1100.0,3600.0,0.0,basketball,2024.0,0.0,0.0,Duke,1.0,45108538.0,28019888.0
111,Patrick Ngongba,0.0,17.0,97.35,Duke,23.0,6.0,82.0,235.0,197.0,108000.0,2500.0,1100.0,0.0,basketball,2024.0,0.0,0.0,Duke,1.0,45108538.0,28019888.0
112,Darren Harris,0.0,17.0,94.9,Duke,11.0,2.0,78.0,195.0,223.0,,8400.0,1700.0,0.0,basketball,2024.0,0.0,0.0,Duke,1.0,45108538.0,28019888.0
113,Mackenzie Mgbako,2.0,-2.0,98.52,Indiana,25.0,4.0,80.0,210.0,631.0,349000.0,40000.0,10000.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Indiana,1.0,25955324.0,15867671.0
114,Gabe Cupps,2.0,18.316666666666666,92.48,Indiana,8.0,1.0,74.0,165.0,129.0,215000.0,352000.0,10300.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Indiana,1.0,25955324.0,15867671.0
115,Jakai Newton,2.0,18.316666666666666,91.32,Indiana,10.0,2.0,76.0,190.0,408.0,,0.0,5200.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Indiana,1.0,25955324.0,15867671.0
117,Malik Reneau,4.0,20.0,97.55,Indiana,13.0,5.0,80.0,210.0,983.0,,0.0,8300.0,2400.0,basketball,2022.0,14.0,1.1726027397260275,Indiana,1.0,25955324.0,15867671.0
118,Kaleb Banks,4.0,19.1,92.23,Indiana,7.0,5.0,80.0,215.0,402.0,,6600.0,4800.0,59.0,basketball,2022.0,14.0,1.1726027397260275,Indiana,1.0,25955324.0,15867671.0
119,CJ Gunn,4.0,19.1,87.56,Indiana,10.0,2.0,77.0,175.0,51.0,,11600.0,7900.0,3300.0,basketball,2022.0,14.0,1.1726027397260275,Indiana,1.0,25955324.0,15867671.0
121,Logan Duncomb,6.0,20.0,93.81,Indiana,1.0,6.0,81.0,235.0,103.0,,5300.0,5900.0,749.0,basketball,2021.0,26.0,2.1726027397260275,Indiana,1.0,25955324.0,15867671.0
122,Jalen Haralson,0.0,16.0,98.76,Indiana,23.0,2.0,79.0,205.0,80.0,213000.0,7100.0,2700.0,3300.0,basketball,2025.0,0.0,0.0,Indiana,1.0,25955324.0,15867671.0
123,Trent Sisley,0.0,16.0,94.37,Indiana,10.0,5.0,79.0,200.0,72.0,,0.0,2200.0,0.0,basketball,2025.0,0.0,0.0,Indiana,1.0,25955324.0,15867671.0
124,Derik Queen,0.0,17.0,98.24,Indiana,18.0,5.0,81.0,230.0,525.0,317000.0,12400.0,1100.0,0.0,basketball,2024.0,0.0,0.0,Indiana,1.0,25955324.0,15867671.0
125,Elliot Cadeau,2.0,19.0,98.46,North Carolina,20.0,1.0,74.0,165.0,422.0,476000.0,188000.0,8800.0,14400.0,basketball,2023.0,2.0,0.1726027397260274,North Carolina,1.0,31965031.0,12445368.0
126,Zayden High,2.0,19.0,94.5,North Carolina,23.0,5.0,81.0,225.0,1197.0,,3200.0,3300.0,5600.0,basketball,2023.0,2.0,0.1726027397260274,North Carolina,1.0,31965031.0,12445368.0
127,Seth Trimble,4.0,19.1,96.19,North Carolina,12.0,1.0,75.0,185.0,692.0,,32000.0,7600.0,6100.0,basketball,2022.0,14.0,1.1726027397260275,North Carolina,1.0,31965031.0,12445368.0
128,Jalen Washington,4.0,19.1,94.06,North Carolina,13.0,5.0,81.0,210.0,593.0,,14300.0,4700.0,0.0,basketball,2022.0,14.0,1.1726027397260275,North Carolina,1.0,31965031.0,12445368.0
129,Tyler Nickel,4.0,19.1,93.44,North Carolina,25.0,4.0,79.0,220.0,169.0,,10500.0,1000.0,0.0,basketball,2022.0,14.0,1.1726027397260275,North Carolina,1.0,31965031.0,12445368.0
130,Dontrez Styles,6.0,20.0,94.97,North Carolina,17.0,4.0,79.0,205.0,100.0,,16600.0,7700.0,245.0,basketball,2021.0,26.0,2.1726027397260275,North Carolina,1.0,31965031.0,12445368.0
131,D'Marco Dunn,6.0,20.0,94.35,North Carolina,1.0,2.0,76.0,180.0,71.0,,14200.0,4100.0,0.0,basketball,2021.0,26.0,2.1726027397260275,North Carolina,1.0,31965031.0,12445368.0
133,Ian Jackson,0.0,17.0,98.66,North Carolina,18.0,2.0,77.0,180.0,435.0,502000.0,100000.0,3500.0,0.0,basketball,2024.0,0.0,0.0,North Carolina,1.0,31965031.0,12445368.0
134,Drake Powell,0.0,17.0,98.52,North Carolina,14.0,4.0,78.0,185.0,18.0,304000.0,0.0,1900.0,0.0,basketball,2024.0,0.0,0.0,North Carolina,1.0,31965031.0,12445368.0
135,James Brown,0.0,17.0,94.24,North Carolina,25.0,6.0,81.0,210.0,616.0,,11300.0,3300.0,0.0,basketball,2024.0,0.0,0.0,North Carolina,1.0,31965031.0,12445368.0
136,Xavier Booker,2.0,19.0,98.3,Michigan State,25.0,5.0,83.0,205.0,224.0,337000.0,28000.0,5100.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Michigan State,1.0,26270974.0,16652793.0
137,Coen Carr,2.0,18.0,96.6,Michigan State,19.0,4.0,79.0,200.0,623.0,124000.0,92000.0,3100.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Michigan State,1.0,26270974.0,16652793.0
138,Jeremy Fears,2.0,18.316666666666666,95.96,Michigan State,25.0,1.0,73.0,165.0,212.0,98000.0,52000.0,7200.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Michigan State,1.0,26270974.0,16652793.0
139,Gehrig Normand,2.0,18.316666666666666,93.53,Michigan State,18.0,2.0,78.0,175.0,974.0,,6200.0,2300.0,2300.0,basketball,2023.0,2.0,0.1726027397260274,Michigan State,1.0,26270974.0,16652793.0
140,Jaxon Kohler,4.0,19.1,95.17,Michigan State,10.0,5.0,81.0,250.0,1416.0,,18100.0,3300.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Michigan State,1.0,26270974.0,16652793.0
142,Jaden Akins,6.0,20.0,95.36,Michigan State,13.0,3.0,75.0,160.0,57.0,,24000.0,7400.0,4100.0,basketball,2021.0,26.0,2.1726027397260275,Michigan State,1.0,26270974.0,16652793.0
143,Pierre Brooks,6.0,20.0,95.09,Michigan State,16.0,4.0,78.0,220.0,76.0,,5600.0,5400.0,0.0,basketball,2021.0,26.0,2.1726027397260275,Michigan State,1.0,26270974.0,16652793.0
144,Trey McKenney,0.0,16.0,98.1,Michigan State,25.0,2.0,76.0,205.0,42.0,219000.0,16000.0,2100.0,1900.0,basketball,2025.0,0.0,0.0,Michigan State,1.0,26270974.0,16652793.0
146,Bryson Tucker,0.0,17.0,98.12,Michigan State,16.0,4.0,79.0,195.0,472.0,215000.0,11000.0,781.0,0.0,basketball,2024.0,0.0,0.0,Michigan State,1.0,26270974.0,16652793.0
147,Jase Richardson,0.0,17.0,95.64,Michigan State,17.0,1.0,74.0,175.0,1085.0,,1.0,1200.0,0.0,basketball,2024.0,0.0,0.0,Michigan State,1.0,26270974.0,16652793.0
148,Kur Teng,0.0,17.0,95.46,Michigan State,13.0,2.0,76.0,185.0,657.0,,0.0,1600.0,0.0,basketball,2024.0,0.0,0.0,Michigan State,1.0,26270974.0,16652793.0
149,Jesse McCulloch,0.0,17.0,88.43,Michigan State,14.0,5.0,81.0,215.0,165.0,,1800.0,1200.0,0.0,basketball,2024.0,0.0,0.0,Michigan State,1.0,26270974.0,16652793.0
150,Kwame Evans Jr.,2.0,19.0,98.1,Oregon,25.0,5.0,82.0,200.0,2388.0,219000.0,15700.0,1600.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Oregon,1.0,11779408.0,10969891.0
151,Jackson Shelstad,2.0,18.316666666666666,97.03,Oregon,12.0,1.0,72.0,170.0,90.0,100000.0,20000.0,1700.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Oregon,1.0,11779408.0,10969891.0
152,Mookie Cook,2.0,18.316666666666666,96.59,Oregon,23.0,4.0,79.0,200.0,48.0,90000.0,43000.0,2300.0,7500.0,basketball,2023.0,2.0,0.1726027397260274,Oregon,1.0,11779408.0,10969891.0
153,Kel'el Ware,4.0,19.1,99.19,Oregon,18.0,6.0,84.0,210.0,1754.0,,27000.0,6900.0,2800.0,basketball,2022.0,14.0,1.1726027397260275,Oregon,1.0,11779408.0,10969891.0
154,Nathan Bittle,6.0,20.0,97.77,Oregon,12.0,6.0,84.0,200.0,384.0,,8000.0,1100.0,1300.0,basketball,2021.0,26.0,2.1726027397260275,Oregon,1.0,11779408.0,10969891.0
155,Aden Holloway,2.0,19.0,97.8,Auburn,14.0,3.0,72.0,155.0,328.0,286000.0,93000.0,3000.0,2700.0,basketball,2023.0,2.0,0.1726027397260274,Auburn,1.0,17007845.0,13813577.0
156,Yohan Traore,4.0,19.1,98.02,Auburn,25.0,5.0,82.0,225.0,2087.0,163000.0,8200.0,4000.0,0.0,basketball,2022.0,14.0,1.1726027397260275,Auburn,1.0,17007845.0,13813577.0
157,Chance Westry,4.0,19.1,96.56,Auburn,15.0,4.0,78.0,190.0,717.0,,23000.0,3100.0,258.0,basketball,2022.0,14.0,1.1726027397260275,Auburn,1.0,17007845.0,13813577.0
160,Amari Allen,0.0,16.0,92.63,Auburn,10.0,4.0,79.0,180.0,398.0,,0.0,0.0,0.0,basketball,2025.0,0.0,0.0,Auburn,1.0,17007845.0,13813577.0
161,Tahaad Pettiford,0.0,17.0,97.25,Auburn,16.0,1.0,72.0,160.0,849.0,141000.0,50000.0,1600.0,0.0,basketball,2024.0,0.0,0.0,Auburn,1.0,17007845.0,13813577.0
162,Jayden Williams,0.0,17.0,91.96,Auburn,6.0,5.0,81.0,210.0,656.0,,51000.0,487.0,0.0,basketball,2024.0,0.0,0.0,Auburn,1.0,17007845.0,13813577.0
163,William Jobe,0.0,17.0,87.31,Auburn,8.0,5.0,81.0,180.0,131.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Auburn,1.0,17007845.0,13813577.0
164,Micah Smith,0.0,17.0,86.21,Auburn,9.0,5.0,79.0,190.0,84.0,,0.0,0.0,0.0,basketball,2024.0,0.0,0.0,Auburn,1.0,17007845.0,13813577.0
165,Sam Funches,0.0,15.0,97.65,Auburn,10.0,6.0,82.0,190.0,268.0,108000.0,2900.0,1200.0,0.0,basketball,2026.0,0.0,0.0,Auburn,1.0,17007845.0,13813577.0
166,Jarin Stevenson,2.0,17.0,97.36,Alabama,7.0,5.0,80.0,200.0,510.0,115000.0,2000.0,2200.0,0.0,basketball,2023.0,2.0,0.1726027397260274,Alabama,1.0,19047972.0,10900723.0
